koi_fpflag_nt,koi_fpflag_co,koi_fpflag_ss,koi_model_snr,koi_fpflag_ec,koi_impact
0,0,0,64.5,0,0.537
0,0,0,15.0,0,0.836
0,0,0,45.1,0,0.899
0,1,1,60.4,1,0.9420000000000001
0,0,0,46.8,0,0.731
0,0,1,125.4,0,1.091
0,0,0,1011.6,0,0.001
0,0,0,175.2,0,0.049
0,0,0,142.0,0,0.0
1,0,0,52.7,0,0.49700000000000005
0,0,0,41.6,0,0.252
0,0,0,48.5,0,0.192
0,0,0,31.0,0,0.013999999999999999
0,0,0,18.2,0,0.228
0,0,0,50.4,0,0.7120000000000001
0,0,1,147.4,0,0.9079999999999999
0,0,0,388.2,0,0.069
0,0,0,435.9,0,0.018000000000000002
0,0,0,71.9,0,0.862
0,0,0,915.7,0,0.075
0,0,0,210.5,0,0.8109999999999999
0,0,0,182.1,0,0.6579999999999999
0,0,0,431.4,0,0.344
0,0,0,42.6,0,0.69
0,0,0,25.4,0,0.063
0,0,1,60.2,0,0.008
0,0,1,85.8,0,0.027999999999999997
0,0,0,123.8,0,0.043
0,0,0,86.2,0,0.03
0,0,0,1072.1,0,0.43700000000000006
0,0,0,58.0,0,0.09
0,0,0,41.4,0,0.35100000000000003
0,0,0,114.9,0,0.02
0,0,0,36.9,0,0.8859999999999999
0,0,0,44.4,0,0.33399999999999996
0,0,0,37.8,0,0.001
0,0,0,30.9,0,0.115
0,0,0,46.2,0,0.7909999999999999
0,0,0,36.4,0,0.93
0,0,0,15.4,0,0.9640000000000001
0,0,0,64.5,0,0.21
0,0,0,14.2,0,0.644
0,0,0,1669.1,0,0.09300000000000001
0,0,0,48.1,0,0.649
0,0,0,21.6,0,0.045
0,0,0,28.1,0,0.649
0,0,0,21.4,0,0.7140000000000001
0,1,1,119.4,0,0.9490000000000001
0,0,0,47.7,0,0.45
0,0,0,23.8,0,0.653
0,0,0,12.9,0,0.09300000000000001
0,0,0,55.9,0,0.395
0,0,0,44.8,0,0.8390000000000001
0,0,0,21.2,0,0.11
0,0,0,63.1,0,0.125
0,0,0,22.7,0,0.027999999999999997
0,0,0,633.4,0,0.061
0,1,0,54.5,1,9.302999999999999
0,0,0,77.4,0,0.314
0,0,0,69.2,0,0.095
0,0,0,502.3,0,0.535
0,1,1,203.5,1,1.252
0,0,0,1173.9,0,0.348
0,1,0,90.1,1,0.8640000000000001
0,0,0,1077.8,0,0.003
0,0,1,1667.3,0,0.408
0,0,0,123.5,0,0.799
0,1,1,45.4,0,0.985
0,0,0,690.3,0,0.062
0,0,1,1843.8,0,0.203
0,0,0,49.9,0,0.7509999999999999
0,0,0,55.0,0,0.168
0,0,0,60.7,0,0.20600000000000002
0,0,0,25.6,0,0.691
0,0,0,48.1,0,0.9329999999999999
1,0,0,529.9,0,0.023
0,0,0,79.7,0,0.001
0,0,0,26.6,0,0.938
0,0,1,1398.8,0,0.8859999999999999
0,0,0,128.3,0,0.032
0,0,1,547.8,0,1.245
0,0,0,25.2,0,0.341
0,0,0,22.7,0,0.271
0,0,0,21.9,0,0.6459999999999999
0,0,0,293.7,0,0.040999999999999995
0,0,0,1838.4,0,0.079
0,1,1,37.2,0,1.234
0,0,0,81.1,0,0.033
0,0,0,25.6,0,0.021
0,0,0,26.7,0,0.508
0,0,0,117.0,0,0.066
0,0,0,78.7,0,0.142
0,0,0,37.5,0,0.147
0,0,0,18.2,0,0.331
0,0,0,124.7,0,0.081
0,0,0,87.8,0,0.009000000000000001
0,0,0,2040.7,0,0.5660000000000001
0,0,0,45.1,0,0.256
0,0,0,51.0,0,0.035
0,0,0,25.3,0,0.037000000000000005
0,0,0,16.7,0,0.503
0,0,0,86.1,0,0.922
0,0,0,32.2,0,0.965
0,0,0,16.9,0,1.3
0,0,0,15.1,0,0.9490000000000001
0,0,0,57.9,0,0.698
0,0,0,97.1,0,0.068
0,0,0,93.4,0,0.154
0,0,0,32.2,0,0.185
1,0,0,28.9,1,1.2962
0,0,1,458.6,0,1.246
0,0,1,534.5,0,1.02
1,0,0,91.7,0,0.968
0,0,1,322.3,0,0.9940000000000001
0,0,1,37.1,0,0.06
0,1,1,116.1,0,1.226
0,1,0,140.6,1,1.258
0,1,0,24.3,0,1.228
0,0,1,62.3,0,2.641
0,0,0,235.7,0,0.652
0,1,1,19.6,0,0.21600000000000003
0,1,0,22.2,0,0.708
0,0,0,37.5,0,0.09699999999999999
0,0,0,10.9,0,0.5329999999999999
1,1,0,37.5,0,1.169
0,0,0,41.0,0,0.8059999999999999
1,1,0,136.3,1,0.736
0,1,0,27.0,1,0.715
0,0,0,25.5,0,0.28300000000000003
0,0,0,1252.5,0,0.337
0,0,0,267.4,0,0.042
0,1,1,270.1,1,0.7659999999999999
1,0,0,37.2,0,0.005
0,0,0,71.2,0,0.46
0,0,0,53.6,0,0.893
0,0,1,184.3,0,1.197
0,1,0,35.6,0,1.213
0,1,1,63.6,1,0.113
0,0,0,73.5,0,0.41200000000000003
0,0,0,29.8,0,0.62
0,1,1,187.6,1,1.276
0,0,0,27.2,0,0.136
0,0,0,24.5,0,0.639
0,0,0,24.8,0,0.314
0,1,0,20.1,1,0.69
0,0,0,105.3,0,0.963
0,0,1,39.6,0,1.145
0,0,1,298.0,0,0.785
0,1,1,154.6,1,1.018
0,0,1,882.6,0,0.6629999999999999
1,0,0,195.2,1,1.224
0,0,0,76.7,0,1.203
1,0,0,249.3,0,1.228
0,0,1,56.3,0,1.187
0,0,1,221.1,0,1.272
1,0,0,60.9,0,0.728
0,0,0,29.8,0,0.20199999999999999
0,0,0,17.7,0,0.077
0,0,0,15.5,0,0.027000000000000003
0,0,0,11.8,0,0.67
0,0,0,21.1,0,0.28600000000000003
0,0,0,35.2,0,0.061
0,0,0,42.2,0,0.013999999999999999
0,0,0,36.1,0,0.057999999999999996
0,1,0,24.0,1,1.195
0,0,0,38.7,0,0.091
0,1,1,115.3,0,0.937
0,1,1,103.4,1,0.943
0,1,1,182.2,1,1.253
0,1,1,148.0,0,1.27
0,1,1,103.4,0,1.298
0,0,0,243.5,0,0.065
0,0,0,19.4,0,0.374
0,1,0,22.2,0,0.242
0,0,0,38.4,0,0.377
0,0,0,17.4,0,0.015
0,0,0,48.8,0,0.426
0,1,1,59.2,1,1.246
0,1,0,34.7,1,0.674
0,1,1,58.1,0,1.274
0,0,0,38.0,0,0.9420000000000001
0,0,0,38.9,0,0.02
0,0,0,19.1,0,0.993
0,0,0,27.2,1,0.04
0,0,0,71.6,0,0.968
0,0,0,28.1,0,0.063
0,1,0,14.4,0,0.324
0,0,0,14.9,0,0.142
0,0,0,79.3,0,0.022000000000000002
0,0,0,41.0,0,0.171
0,0,0,41.9,0,0.319
0,0,0,26.3,0,0.945
0,1,0,121.1,1,0.01
0,0,0,1225.3,0,0.424
0,0,0,37.3,0,1.2670000000000001
0,0,0,21.6,0,0.019
0,0,0,33.4,0,0.924
0,0,0,20.9,0,0.621
0,0,0,22.8,0,0.966
0,1,0,16.5,0,0.49700000000000005
0,0,1,765.0,0,0.337
0,0,1,930.3,0,1.1
0,1,1,245.6,0,1.297
0,0,1,185.0,0,1.264
0,1,1,102.8,1,1.2690000000000001
0,0,0,34.5,0,0.34600000000000003
0,0,0,19.6,0,0.09300000000000001
0,0,0,22.6,0,0.18100000000000002
0,0,0,80.8,0,0.011000000000000001
0,0,0,25.3,0,0.938
0,0,0,52.8,0,1.8572
0,0,0,32.4,0,0.392
0,0,0,26.2,0,0.037000000000000005
0,0,0,23.0,0,0.6759999999999999
0,0,0,15.7,0,0.815
0,1,1,86.2,1,0.9229999999999999
0,0,0,28.3,0,0.028999999999999998
0,1,1,21.0,0,0.636
0,0,1,3420.3,0,0.684
0,0,0,717.4,0,1.222
0,1,1,253.4,1,1.261
0,0,0,115.4,0,0.02
0,0,1,100.0,0,0.945
0,1,1,55.9,1,0.941
0,0,0,34.1,0,0.043
0,0,1,251.9,0,1.26
0,1,1,48.2,0,1.216
0,1,1,86.1,0,1.255
1,0,0,82.4,1,1.228
0,0,0,37.0,0,0.9259999999999999
0,0,0,19.4,0,0.718
0,0,0,20.0,0,0.972
0,1,1,65.8,1,1.22
0,1,1,79.4,1,1.25
0,0,1,175.9,0,0.985
0,0,1,282.6,0,0.8270000000000001
0,0,0,537.7,0,0.096
0,0,1,938.2,0,1.004
0,1,1,73.9,1,0.9670000000000001
0,0,0,74.0,0,0.5
0,0,0,10.7,0,0.35700000000000004
0,0,0,12.1,0,0.33
0,0,0,82.6,0,0.12
0,0,0,16.9,0,0.66
0,0,1,349.2,0,0.8
0,1,0,124.6,1,0.9420000000000001
0,1,0,27.1,1,0.775
0,1,1,53.7,0,1.193
0,0,0,31.3,0,0.648
0,0,0,16.4,0,0.004
0,0,0,18.5,0,0.61
0,0,1,704.5,0,0.267
0,0,0,41.9,0,0.16399999999999998
0,0,0,14.0,0,0.43
0,1,0,33.1,0,0.5539999999999999
0,0,0,54.8,0,0.016
0,0,0,29.5,0,0.574
0,0,0,361.1,0,0.7809999999999999
0,0,0,31.5,0,0.043
0,0,0,30.5,0,0.003
0,1,1,146.3,1,1.256
0,0,0,178.0,0,0.19399999999999998
1,1,0,63.2,1,1.256
1,1,0,117.7,0,1.252
0,0,0,23.0,0,0.8109999999999999
0,0,0,12.2,0,0.988
0,0,0,28.0,0,0.573
0,0,0,38.6,0,0.049
0,0,0,29.0,0,0.019
0,0,0,23.4,0,0.076
0,0,1,425.6,0,0.21
0,1,1,63.7,1,0.045
0,0,0,155.0,0,0.009000000000000001
0,1,0,45.5,1,0.469
0,0,0,38.0,0,0.753
0,1,1,19.3,1,0.44799999999999995
0,0,0,100.8,0,0.053
0,0,1,269.8,0,0.8909999999999999
1,0,0,63.4,0,1.181
0,1,1,78.7,0,1.276
0,1,1,76.4,1,0.97
0,0,0,202.2,0,1.246
0,0,0,20.8,0,0.22
0,0,0,27.9,0,0.127
0,1,1,18.3,1,0.035
0,1,0,34.0,0,0.968
0,0,0,116.2,0,0.13699999999999998
0,0,0,603.0,0,0.073
0,0,0,45.5,0,0.682
0,0,0,56.7,0,0.8
0,0,0,53.2,0,0.311
0,0,0,437.5,0,0.027000000000000003
0,0,1,37.5,0,1.264
0,0,0,23.1,0,0.03
1,0,0,66.7,0,0.919
0,1,0,17.1,0,0.161
0,0,0,21.7,1,0.52
0,0,0,47.8,0,0.051
0,0,0,39.6,0,0.79
0,0,0,28.9,0,0.035
0,0,0,66.8,0,0.006999999999999999
0,1,0,27.2,1,0.856
0,0,0,33.1,0,0.013000000000000001
0,0,0,18.3,0,0.05
0,1,0,26.7,1,0.769
0,0,0,50.7,0,0.021
0,0,0,156.5,0,0.9
0,0,0,27.3,0,0.054000000000000006
0,0,0,28.9,0,0.008
0,1,1,36.7,1,0.956
0,0,1,2561.1,0,0.34299999999999997
0,1,0,63.0,1,0.9740000000000001
1,0,0,93.3,0,1.199
0,0,0,35.9,0,0.684
0,0,0,50.4,0,0.011000000000000001
0,1,1,44.3,1,0.42100000000000004
0,0,1,32.9,0,1.222
0,0,0,19.0,0,0.08
0,0,0,16.2,0,0.142
0,0,0,16.5,0,0.332
0,0,0,27.7,0,0.755
0,0,0,14.3,0,0.743
0,0,0,38.7,0,0.132
0,0,0,36.7,0,0.174
0,0,0,25.6,0,0.064
0,0,0,53.8,0,0.009000000000000001
0,0,0,35.6,0,0.648
0,0,0,1405.6,0,0.625
0,0,0,66.7,0,0.6679999999999999
0,0,0,607.4,0,0.001
0,0,0,116.2,0,0.568
0,0,0,456.8,0,0.255
0,0,0,19.0,0,0.374
0,1,0,43.0,0,0.968
0,0,0,46.0,0,0.871
0,1,0,17.4,0,1.151
0,0,0,21.6,0,0.018000000000000002
0,0,0,170.1,0,0.925
0,1,0,34.7,0,0.528
0,0,0,12.6,0,0.11199999999999999
0,0,0,36.1,0,0.004
0,1,1,238.6,1,1.246
0,0,0,200.0,0,0.036000000000000004
0,0,1,314.1,0,0.506
1,0,0,578.6,0,1.25
0,0,1,1441.9,0,0.57
0,1,0,549.5,1,1.262
0,0,1,179.0,0,0.917
0,0,0,41.9,0,0.5670000000000001
0,0,0,56.6,0,0.03
0,0,0,44.8,0,0.017
0,0,0,46.4,0,0.008
0,0,0,28.6,0,0.08199999999999999
0,0,0,45.3,0,0.162
0,0,1,628.1,0,1.1420000000000001
0,1,0,42.9,1,1.215
0,0,0,29.5,0,0.025
0,1,0,39.7,1,0.022000000000000002
0,0,0,51.7,0,0.575
0,0,0,67.5,0,0.741
0,0,0,318.3,0,0.29100000000000004
0,0,0,90.1,0,0.778
0,1,1,180.6,0,1.284
0,0,1,56.0,1,0.74
0,1,0,365.7,1,1.27
0,1,0,30.7,1,0.013999999999999999
0,0,0,61.9,0,0.9
0,0,0,38.0,0,0.812
0,0,0,35.1,0,0.21899999999999997
0,0,0,166.3,0,0.045
0,0,1,4061.9,0,0.512
0,0,0,794.3,0,0.066
0,0,0,59.1,0,0.9159999999999999
0,0,0,39.3,0,0.838
0,1,1,18.3,0,1.161
0,1,0,35.4,1,1.165
0,0,0,33.6,0,0.934
0,0,0,19.3,0,0.067
0,0,0,15.6,0,0.026000000000000002
0,0,0,249.7,0,0.715
1,1,0,100.1,0,1.204
0,0,0,43.2,0,0.015
0,0,0,79.7,0,0.251
0,0,0,147.2,0,0.018000000000000002
0,0,0,24.6,0,0.866
0,0,0,25.6,0,0.349
0,0,0,97.4,0,0.034
0,0,0,34.7,0,0.524
0,0,0,54.3,0,0.015
0,0,0,120.9,0,0.494
0,1,0,139.5,0,1.251
0,0,0,60.0,0,0.12300000000000001
0,0,0,2981.3,0,0.485
0,0,1,1642.2,0,0.512
0,1,0,130.0,0,4.246
0,1,1,603.4,0,0.878
0,0,1,2477.0,0,0.8420000000000001
0,1,1,294.8,1,0.9109999999999999
0,0,1,445.7,0,0.981
0,1,1,36.7,0,1.199
0,0,0,54.7,0,0.0
1,1,0,52.4,1,0.018000000000000002
0,0,0,10.5,0,0.732
0,0,0,31.7,0,0.9790000000000001
0,0,0,28.6,0,0.645
0,1,0,88.8,1,1.225
0,0,0,56.3,0,0.899
0,0,0,11.4,0,0.45399999999999996
0,0,0,20.8,0,0.9390000000000001
1,1,0,86.3,1,0.639
0,0,0,111.4,0,0.83
0,0,1,150.4,0,0.81
0,0,1,806.5,0,0.948
0,0,1,1293.1,0,0.733
0,1,1,274.9,1,1.047
0,1,1,137.5,0,1.266
1,1,0,149.3,1,1.239
0,1,1,157.8,1,0.9079999999999999
0,1,1,124.3,1,1.04
0,0,1,56.3,0,1.344
0,0,0,40.8,0,0.545
0,0,0,29.3,0,0.6940000000000001
0,0,0,13.2,0,0.442
0,0,0,51.8,0,0.004
0,0,0,32.3,0,0.703
0,0,0,161.5,0,0.7959999999999999
0,0,0,106.2,0,1.252
0,0,0,31.1,0,0.8909999999999999
0,0,0,99.8,0,0.795
0,0,0,49.4,0,0.196
0,0,0,33.8,0,0.079
0,0,0,46.9,0,0.040999999999999995
0,0,0,29.2,0,0.42200000000000004
0,0,0,48.9,0,0.368
0,0,0,32.9,0,0.94
0,0,0,60.9,0,0.943
1,0,0,45.3,0,0.034
0,0,0,23.3,0,0.204
0,0,0,14.3,0,0.013000000000000001
0,0,0,22.1,0,0.015
0,0,0,20.6,0,0.14300000000000002
0,0,0,17.4,0,0.04
0,0,0,109.3,0,0.568
0,0,0,26.4,0,0.633
0,0,0,15.2,0,0.664
0,0,0,26.2,0,0.26899999999999996
0,0,0,32.1,0,0.301
0,0,0,40.3,0,0.664
0,0,0,21.3,0,0.805
0,0,0,27.5,0,0.758
0,0,0,197.9,0,0.87
0,0,0,34.5,0,0.953
0,0,0,163.2,0,0.966
0,1,1,32.0,1,0.506
0,0,0,201.1,0,0.47700000000000004
0,1,0,27.4,0,0.207
0,0,0,48.3,0,0.022000000000000002
0,0,0,14.6,0,0.779
0,0,0,33.0,0,0.807
0,0,0,28.7,0,0.826
0,0,0,83.1,0,0.011000000000000001
0,0,0,42.8,0,0.711
0,0,0,27.8,0,0.073
0,0,0,19.6,0,0.327
0,0,0,17.5,0,0.16
0,1,0,17.9,1,0.6779999999999999
0,0,0,50.7,0,0.5479999999999999
0,0,0,16.6,0,0.321
0,0,0,18.0,0,0.043
0,0,0,15.0,0,0.115
0,0,0,20.1,0,0.054000000000000006
0,0,0,23.9,0,0.047
0,0,0,25.3,0,0.033
0,0,1,1454.3,0,0.703
0,0,1,396.8,0,0.773
0,0,1,898.4,0,12.773
0,1,1,272.3,1,1.244
0,0,1,426.0,0,1.113
0,0,0,50.6,0,0.29600000000000004
0,0,0,31.7,0,0.861
0,0,0,54.9,0,0.544
0,0,0,25.8,0,0.083
0,1,1,48.2,0,0.9670000000000001
0,0,0,29.1,0,0.927
0,0,1,2486.5,0,0.075
0,0,0,100.3,0,0.72
0,0,0,53.8,0,0.324
0,1,1,110.3,0,1.264
0,1,0,41.3,1,1.166
0,0,0,56.4,0,0.638
0,0,0,34.4,0,0.9670000000000001
0,0,0,26.8,0,0.009000000000000001
0,0,0,24.6,0,0.359
1,1,0,203.6,0,1.205
0,1,0,167.1,0,1.254
0,0,0,77.5,0,0.26
0,1,0,85.2,0,0.359
0,1,1,220.3,0,1.256
0,0,0,36.9,0,0.129
0,0,0,36.3,0,0.9
0,0,0,28.5,0,0.898
0,0,0,53.8,0,0.017
0,0,1,300.6,0,1.3230000000000002
0,0,0,31.9,0,0.732
0,0,0,28.1,0,0.075
0,1,1,56.9,0,0.547
0,1,0,36.9,1,0.767
0,1,0,37.7,1,1.146
0,0,0,20.2,0,0.536
0,0,0,15.5,0,0.581
0,0,0,44.0,0,0.259
0,0,0,234.6,0,0.336
0,0,0,19.0,0,0.017
0,0,1,241.9,0,0.0
0,0,0,96.8,0,0.825
0,0,0,30.0,0,0.561
0,0,0,21.8,0,0.883
0,1,1,86.7,1,1.226
0,0,1,376.5,0,1.229
0,0,1,257.8,0,13.239
0,0,0,343.4,0,0.40700000000000003
0,0,1,392.2,0,1.268
0,1,1,109.7,1,0.825
0,0,0,81.7,0,0.873
0,1,0,32.9,0,1.199
0,1,1,37.6,1,0.8079999999999999
0,0,0,20.9,0,0.634
0,1,0,45.0,0,0.862
0,0,1,250.8,0,1.274
0,0,0,107.1,0,0.166
0,0,1,1555.4,0,0.733
0,0,1,334.8,0,1.228
0,0,1,3622.7,0,0.257
0,0,1,104.5,0,0.8109999999999999
0,1,1,31.8,1,0.022000000000000002
0,0,0,162.3,0,0.249
0,0,0,56.4,0,0.179
0,0,0,18.1,0,0.9059999999999999
0,1,0,93.6,1,0.040999999999999995
0,1,1,62.5,1,1.24
0,0,0,247.8,0,0.5820000000000001
0,1,1,169.0,0,1.24
0,0,0,150.9,0,0.079
0,0,1,1108.5,0,0.988
0,1,0,35.3,1,0.9670000000000001
0,1,1,19.3,1,1.167
0,1,0,20.8,0,0.552
0,0,0,35.3,0,0.742
0,1,1,48.5,1,0.122
0,0,1,456.6,0,0.6829999999999999
0,0,1,258.8,0,0.004
0,0,0,20.7,0,0.816
0,1,1,46.9,1,0.985
0,0,0,75.3,0,0.157
0,1,1,39.3,0,1.149
0,0,0,33.8,0,0.48100000000000004
0,0,0,40.1,0,0.848
0,1,1,74.5,1,1.25
0,0,0,58.0,0,0.242
0,1,1,33.6,0,1.646
0,0,0,120.4,0,0.765
0,1,1,104.5,0,1.121
0,0,0,32.6,0,0.017
0,1,1,43.0,1,1.222
0,0,0,25.5,0,0.597
0,0,0,36.3,0,0.001
0,0,1,336.4,0,0.777
1,0,0,628.3,0,1.157
0,0,1,1309.3,0,1.258
0,0,0,93.6,0,0.451
0,0,1,633.1,0,1.238
0,0,1,2065.8,0,1.137
0,0,0,36.3,0,0.573
0,0,1,292.7,0,1.111
0,0,1,420.9,0,0.877
0,0,1,366.8,0,0.7390000000000001
0,0,1,91.6,0,0.079
0,0,0,59.0,0,0.597
0,0,0,163.5,0,0.54
0,0,0,34.1,0,0.03
0,0,0,370.2,0,0.6629999999999999
0,0,1,125.5,1,1.167
0,0,0,62.6,0,0.8190000000000001
0,0,0,17.4,0,0.012
0,0,0,20.9,0,0.298
0,1,0,59.1,1,0.737
0,1,1,35.7,1,1.214
0,0,0,93.6,0,0.77
0,0,1,1305.9,0,0.524
0,0,1,192.2,0,0.986
0,0,1,152.6,0,0.618
0,0,1,202.1,0,1.036
0,1,0,125.6,0,0.754
0,0,0,92.3,0,0.6709999999999999
0,1,1,223.1,0,1.42
0,0,1,297.0,0,5.011
0,0,1,282.8,0,0.88
0,0,0,392.3,0,0.048
