0,1
koi_fpflag_co,0.10979644989618774
koi_fpflag_nt,0.10254354518279866
koi_fpflag_ss,0.07324627652953192
koi_model_snr,0.053855361576511995
koi_prad,0.04996390640149921
koi_fpflag_ec,0.036510345061673964
koi_duration_err2,0.03505492151657404
koi_prad_err1,0.032554384917951366
koi_duration_err1,0.03175829498300302
koi_prad_err2,0.029826019451190802
koi_steff_err1,0.029462662715679204
koi_steff_err2,0.027344004449756067
koi_duration,0.023723266652173884
koi_time0bk_err1,0.023460860232164368
koi_period,0.021888266601162547
koi_time0bk_err2,0.02153424043286434
koi_depth,0.02105806900807309
